Customer_ID,Annual_Income,Debt_to_Income_Ratio,Employment_Length_Years,Credit_Lines_Outstanding,Loan_Amount,FICO_Score,Previous_Delinquencies,Loan_Term_Months,Interest_Rate_%,Defaulted
CUST03948,59544,0.11,9,10,39934,475,7,60,17.46,0
CUST03949,88035,0.11,5,13,11466,781,3,48,7.49,0
CUST03950,59639,0.31,9,5,73730,691,6,48,13.15,0
CUST03951,138052,0.45,15,13,39434,577,8,36,18.16,0
CUST03952,77616,0.52,32,6,91031,729,2,48,11.2,1
CUST03953,42204,0.13,21,2,58002,349,5,48,18.47,0
CUST03954,173916,0.11,14,13,50326,547,5,36,13.99,0
CUST03955,172069,0.17,19,9,89469,781,6,36,10.07,0
CUST03956,100843,0.23,15,11,38318,460,0,36,13.35,1
CUST03957,104693,0.41,22,11,61176,770,6,60,12.73,0
CUST03958,183415,0.16,19,7,57724,580,7,60,15.57,0
CUST03959,162775,0.14,40,1,67562,821,7,48,9.65,0
CUST03960,174975,0.29,3,10,15640,300,6,36,21.52,0
CUST03961,177424,0.58,11,13,35180,700,0,60,11.41,0
CUST03962,186695,0.59,36,4,30960,510,5,36,18.64,0
CUST03963,96731,0.33,11,7,97979,309,0,60,17.94,0
CUST03964,42615,0.11,16,7,49992,362,2,60,16.43,1
CUST03965,84395,0.29,12,3,77837,761,6,36,11.46,0
CUST03966,49360,0.49,40,1,14965,492,7,36,19.63,1
CUST03967,150510,0.37,3,1,23368,676,0,48,9.76,0
CUST03968,99516,0.5,12,2,1294,554,5,36,16.96,0
CUST03969,59028,0.15,12,13,56872,803,1,48,5.93,0
CUST03970,129395,0.17,5,7,37956,803,4,36,8.19,0
CUST03971,60479,0.14,32,6,97682,621,0,60,9.62,0
CUST03972,37671,0.5,39,9,58920,794,5,48,11.72,0
CUST03973,44683,0.12,40,15,62236,462,4,60,15.73,0
CUST03974,36782,0.41,6,15,90042,479,6,60,19.07,1
CUST03975,184015,0.51,9,9,77308,671,2,36,12.39,0
CUST03976,77832,0.15,21,3,63434,794,2,60,7.32,0
CUST03977,141183,0.57,9,9,44576,689,4,60,14.37,0
CUST03978,107185,0.29,15,1,72813,601,2,36,12.15,0
CUST03979,68581,0.12,18,9,72910,355,6,48,18.96,1
CUST03980,197594,0.44,34,8,84598,846,0,36,6.61,0
CUST03981,58931,0.11,19,15,42786,312,0,36,15.62,0
CUST03982,121337,0.24,17,7,26632,380,0,48,15.17,0
CUST03983,36614,0.32,24,4,74103,392,8,36,21.15,1
CUST03984,129219,0.21,5,2,41433,404,8,36,20.01,1
CUST03985,183954,0.15,6,15,98917,713,4,48,9.99,0
CUST03986,176485,0.08,18,2,17523,521,4,60,14.12,0
CUST03987,54905,0.4,31,2,77968,844,2,48,7.73,0
CUST03988,100207,0.57,10,2,52799,477,4,60,19,0
CUST03989,119223,0.25,29,3,93003,651,1,60,10.54,0
CUST03990,97719,0.57,34,10,38795,721,5,48,13.87,1
CUST03991,178147,0.36,27,7,20095,437,2,60,16.79,0
CUST03992,39485,0.18,27,10,59409,541,8,60,17.28,0
CUST03993,123817,0.51,9,12,11853,648,1,36,12.19,1
CUST03994,170458,0.45,10,13,36532,553,5,36,16.58,0
CUST03995,49259,0.57,1,11,5576,456,1,48,16.86,1
CUST03996,166582,0.09,24,13,4060,459,7,36,17.15,0
CUST03997,97785,0.44,19,3,59652,646,1,60,12.17,1
CUST03998,156963,0.57,9,7,85781,804,5,48,12.06,0
CUST03999,77586,0.22,12,15,71457,356,7,36,20.44,0
CUST04000,57199,0.51,23,1,71025,393,2,60,18.95,0
CUST04001,30195,0.5,33,5,96859,730,8,48,15.22,1
CUST04002,83782,0.21,21,6,32176,381,0,48,14.91,0
CUST04003,117849,0.07,16,12,81595,813,7,48,9.27,0
CUST04004,109615,0.32,7,12,79895,395,5,36,18.99,0
CUST04005,137017,0.26,40,1,20682,833,3,60,8.05,0
CUST04006,64976,0.31,26,5,99901,796,5,48,10.16,0
CUST04007,192115,0.56,33,15,83691,830,0,60,8.42,0
CUST04008,21085,0.19,35,11,51391,368,4,36,17.84,0
CUST04009,36077,0.58,10,15,58260,304,3,48,21.65,1
CUST04010,46903,0.18,9,15,32603,840,2,36,6.06,0
CUST04011,105921,0.16,39,3,69134,618,8,36,14.94,0
CUST04012,136666,0.22,6,13,59448,565,2,60,12.88,0
CUST04013,184010,0.36,6,8,62336,562,8,60,18.26,1
CUST04014,56106,0.5,12,7,59237,774,1,60,9.86,0
CUST04015,180902,0.28,2,3,4674,631,4,48,12.82,0
CUST04016,164917,0.18,28,6,30137,407,1,60,15.31,1
CUST04017,20244,0.16,31,7,84631,588,0,48,10,0
CUST04018,187712,0.56,25,6,1283,458,0,60,16.53,0
CUST04019,21178,0.27,3,1,87746,381,6,60,20.09,1
CUST04020,168270,0.2,20,3,86976,597,4,60,13.42,0
CUST04021,186562,0.26,10,8,54701,312,5,60,20.82,0
CUST04022,161947,0.17,12,1,22392,664,8,48,14.02,0
CUST04023,50730,0.08,15,15,16632,479,2,60,13.63,0
CUST04024,127891,0.4,8,14,7212,354,4,60,20.32,1
CUST04025,85365,0.47,36,9,8816,817,3,36,9.58,0
CUST04026,57379,0.22,7,9,21980,845,0,60,5.37,0
CUST04027,24530,0.1,16,13,20902,735,7,36,11.21,0
CUST04028,144758,0.06,17,1,69963,738,2,36,7.32,0
CUST04029,102351,0.26,12,2,22529,379,4,60,18.66,0
CUST04030,76179,0.38,16,7,64554,707,0,48,9.16,0
CUST04031,166682,0.55,40,2,46957,362,6,48,22.25,1
CUST04032,199402,0.56,34,3,66714,463,2,36,17.32,0
CUST04033,142542,0.41,22,7,53443,557,7,48,17.57,0
CUST04034,117915,0.26,28,12,4451,844,0,48,5.21,0
CUST04035,129054,0.48,33,10,11338,752,5,60,12.98,0
CUST04036,97115,0.58,22,11,13160,809,8,48,14.13,1
CUST04037,105574,0.34,10,15,89672,799,6,48,11.03,0
CUST04038,138512,0.35,33,7,66366,640,6,48,14.58,1
CUST04039,130580,0.48,23,15,17708,503,6,60,19.11,0
CUST04040,92171,0.27,3,9,3502,507,8,36,18.24,0
CUST04041,110430,0.45,38,3,99710,374,1,48,17.69,0
CUST04042,190258,0.14,16,6,82642,349,1,48,15.75,0
CUST04043,96728,0.18,11,2,97305,806,5,48,8.9,0
CUST04044,37199,0.54,20,4,41618,608,8,60,18.7,1
CUST04045,136552,0.08,9,3,64930,808,0,48,4.56,0
CUST04046,46759,0.54,10,14,19892,587,6,60,17.76,0
CUST04047,67644,0.23,13,7,78965,469,4,48,15.95,0
CUST04048,130701,0.29,20,11,96908,461,7,36,18.71,0
CUST04049,112630,0.21,5,9,11472,770,3,36,8.53,0
CUST04050,32389,0.13,33,5,2574,473,0,48,12.27,0
CUST04051,47888,0.32,16,11,26609,749,7,60,13.16,0
CUST04052,177959,0.32,34,1,96231,356,7,60,21.74,1
CUST04053,179790,0.38,37,12,84346,692,6,48,13.69,0
CUST04054,146021,0.55,19,15,45854,512,0,48,14.77,0
CUST04055,152220,0.51,8,1,23838,617,8,36,17.76,1
CUST04056,129749,0.22,28,9,46997,401,5,36,18.06,0
CUST04057,173365,0.19,34,9,43349,784,6,36,10.16,0
CUST04058,166098,0.41,24,15,75983,605,0,48,11.63,0
CUST04059,126135,0.48,0,2,81968,355,2,48,19.04,1
CUST04060,65345,0.27,24,11,45750,384,4,48,18.13,1
CUST04061,158217,0.53,20,5,69574,531,3,60,16.8,1
CUST04062,39245,0.23,16,8,9065,494,3,36,14.71,0
CUST04063,126943,0.34,16,6,1933,310,0,36,17.5,0
CUST04064,140075,0.4,7,10,44107,464,4,48,17.42,0
CUST04065,189291,0.37,1,11,31006,620,2,60,12.88,0
CUST04066,40353,0.18,26,3,80304,841,4,36,7.44,0
CUST04067,88684,0.1,15,2,61437,654,3,36,10.18,0
CUST04068,115986,0.14,17,10,4266,742,8,60,12.58,0
CUST04069,45291,0.2,17,6,74888,712,3,60,10.21,0
CUST04070,116855,0.43,17,9,58826,578,7,60,17.77,1
CUST04071,47733,0.16,4,7,88188,319,6,48,20.07,1
CUST04072,196325,0.13,29,6,76575,776,8,60,11.75,1
CUST04073,152844,0.3,6,12,9669,413,8,48,20.53,0
CUST04074,70662,0.52,27,9,35542,499,5,48,18.32,0
CUST04075,114493,0.15,28,9,60928,624,3,48,11.23,0
CUST04076,103055,0.58,34,4,13882,552,1,48,14.84,0
CUST04077,122926,0.54,40,9,26009,439,4,36,19.09,0
CUST04078,169671,0.16,5,12,66263,360,3,48,17.07,1
CUST04079,126772,0.38,23,15,18864,755,8,60,14.21,1
CUST04080,147692,0.17,16,5,93373,436,7,48,18.29,1
CUST04081,58537,0.25,38,7,51454,345,3,60,18.62,0
CUST04082,177431,0.43,2,13,32151,469,4,36,17.55,0
CUST04083,93269,0.57,1,3,48997,509,6,60,19.7,1
CUST04084,184949,0.28,33,15,15187,722,0,36,8.03,0
CUST04085,117983,0.29,29,15,58709,817,0,48,6.04,0
CUST04086,49217,0.36,26,4,78339,386,2,60,17.9,1
CUST04087,142265,0.56,13,7,47169,805,6,36,12.66,0
CUST04088,59242,0.33,32,10,4987,724,3,36,10.49,0
CUST04089,143536,0.14,29,1,48998,553,0,48,10.6,1
CUST04090,118690,0.4,35,11,91262,831,3,48,8.71,0
CUST04091,118078,0.31,15,7,46870,758,8,36,13.09,0
CUST04092,124763,0.4,25,13,87273,576,0,36,12.18,1
CUST04093,153645,0.22,33,1,26751,648,8,60,15.27,1
CUST04094,194626,0.07,9,7,10396,327,0,48,14.97,1
CUST04095,94361,0.17,37,13,57032,461,1,36,13.55,1
CUST04096,57125,0.37,13,13,57274,662,1,60,11.26,0
CUST04097,49283,0.2,15,11,92741,497,3,48,14.4,0
CUST04098,96466,0.16,20,9,90355,439,1,48,13.95,1
CUST04099,23332,0.43,27,3,71620,793,2,60,9.58,1
CUST04100,107388,0.1,12,12,6576,785,3,60,7.82,0
CUST04101,95222,0.34,18,10,12454,431,8,48,20.46,1
CUST04102,65226,0.15,0,6,3812,475,2,48,13.78,0
CUST04103,161907,0.56,26,4,41181,342,7,48,23.46,1
CUST04104,138516,0.4,27,3,50812,589,5,36,15.39,1
CUST04105,166437,0.14,10,11,26975,452,0,48,12.8,0
CUST04106,38804,0.26,23,5,80527,773,5,48,10.26,1
CUST04107,112064,0.51,21,3,3206,358,8,48,23.41,1
CUST04108,162018,0.41,3,10,20619,496,5,60,18,0
CUST04109,95729,0.26,15,10,55414,337,1,36,16.97,1
CUST04110,81514,0.48,14,11,81598,643,7,48,16.26,1
CUST04111,162225,0.11,23,1,74017,464,3,36,14.4,0
CUST04112,23755,0.14,32,12,84361,695,0,48,7.5,0
CUST04113,79497,0.09,36,6,23670,452,6,60,17.1,0
CUST04114,81221,0.32,19,3,22954,447,7,48,19.25,1
CUST04115,112112,0.45,14,11,90136,336,4,60,21.11,1
CUST04116,49896,0.35,31,2,27610,751,4,48,10.76,1
CUST04117,119024,0.11,7,14,80947,821,7,36,9.41,0
CUST04118,197000,0.43,14,4,22167,648,0,60,11.35,0
CUST04119,117236,0.32,17,10,14929,600,0,48,11.01,0
CUST04120,91720,0.3,14,5,1203,463,0,60,14.34,0
CUST04121,114818,0.43,22,9,11325,332,3,36,19.84,0
CUST04122,41127,0.56,28,3,83643,820,8,36,13.73,1
CUST04123,124925,0.34,22,6,18025,491,3,36,15.65,1
CUST04124,42754,0.16,13,2,55557,550,3,60,13.43,0
CUST04125,192324,0.25,37,14,35111,475,7,60,18.58,0
CUST04126,161092,0.48,30,12,73749,721,3,36,11.75,1
CUST04127,85639,0.52,16,11,59262,720,8,48,15.6,1
CUST04128,67899,0.5,19,4,84229,771,2,48,10.12,0
CUST04129,136512,0.42,11,15,94092,382,2,60,18.47,0
CUST04130,144125,0.16,32,4,17020,442,4,60,16.48,1
CUST04131,102785,0.2,38,15,56245,489,1,36,13.18,0
CUST04132,88514,0.49,39,2,4301,513,6,48,18.47,0
CUST04133,190156,0.22,15,3,92949,484,3,36,14.85,1
CUST04134,183884,0.38,17,12,30876,651,1,60,11.58,0
CUST04135,55559,0.56,28,2,95735,324,5,60,22.96,1
CUST04136,104507,0.53,17,1,86394,710,3,36,12.39,0
CUST04137,78500,0.17,19,2,79934,577,7,60,15.72,0
CUST04138,130974,0.47,30,15,83942,553,4,48,16.04,0
CUST04139,116198,0.34,24,11,93818,618,3,36,12.88,0
CUST04140,76084,0.28,23,12,35714,416,1,60,15.91,0
CUST04141,193430,0.54,20,3,44969,347,7,36,23.19,0
CUST04142,23170,0.24,11,3,66991,600,6,60,15.07,1
CUST04143,133177,0.25,2,15,12777,654,6,60,13.98,0
CUST04144,40111,0.18,31,7,44156,549,7,36,15.91,0
CUST04145,26284,0.6,34,9,33378,804,5,60,12.8,1
CUST04146,88820,0.47,29,6,30100,318,4,36,21.17,0
CUST04147,107375,0.54,35,6,72146,419,7,60,22.12,1
CUST04148,57558,0.29,7,8,41954,320,0,48,16.88,0
CUST04149,123195,0.51,35,14,88302,557,5,36,16.97,1
CUST04150,184870,0.52,39,14,15551,313,8,60,24.98,1
CUST04151,29968,0.46,33,15,43573,794,8,48,13.5,0
CUST04152,29087,0.05,17,8,54109,604,6,36,12.97,0
CUST04153,153843,0.19,1,5,98029,668,8,48,14.09,0
CUST04154,137903,0.29,0,10,73243,807,4,48,9.06,0
CUST04155,183549,0.39,31,8,80616,415,2,48,17.01,1
CUST04156,48501,0.31,32,13,48786,832,5,48,9.37,0
CUST04157,95344,0.06,36,13,82190,494,4,36,14.05,0
CUST04158,188231,0.45,16,1,3875,357,2,48,18.76,0
CUST04159,103282,0.39,31,5,82127,508,1,60,14.78,0
CUST04160,168952,0.22,10,9,82429,407,5,36,17.93,0
CUST04161,68921,0.18,7,13,60915,816,8,48,10.78,0
CUST04162,63135,0.59,4,10,50210,557,4,48,16.91,1
CUST04163,177467,0.5,5,12,48787,846,7,60,12.49,0
CUST04164,115584,0.6,25,4,65745,681,5,48,14.99,1
CUST04165,25410,0.12,6,9,39098,610,6,60,13.9,1
CUST04166,123777,0.59,10,15,14568,674,0,48,11.56,0
CUST04167,170454,0.41,24,6,98184,390,5,36,19.82,1
CUST04168,113335,0.47,31,6,5659,349,4,60,20.99,0
CUST04169,42725,0.49,22,2,60643,719,4,60,13.08,1
CUST04170,68806,0.58,22,11,21870,789,4,60,12.27,0
CUST04171,173112,0.55,4,14,67915,708,0,36,10.5,1
CUST04172,86912,0.59,40,7,86706,830,4,48,10.96,0
CUST04173,84183,0.56,3,14,56558,384,6,60,22.35,1
CUST04174,129021,0.48,16,2,5856,387,5,60,20.94,1
CUST04175,103209,0.06,20,15,52354,463,8,60,18.02,0
CUST04176,89800,0.51,32,14,36757,589,7,60,18.17,0
CUST04177,58196,0.44,32,4,37658,692,6,48,14.17,1
CUST04178,121573,0.23,29,7,86215,391,0,48,14.85,0
CUST04179,197932,0.46,28,8,36655,383,2,36,18.27,0
CUST04180,33887,0.08,10,6,68711,838,4,36,6.7,0
CUST04181,127419,0.49,5,5,49935,596,7,36,17.36,0
CUST04182,186841,0.07,31,4,27557,573,7,60,15,1
CUST04183,188684,0.39,36,5,85397,551,4,48,15.44,0
CUST04184,142668,0.53,28,9,49962,763,4,60,12.44,1
CUST04185,124317,0.31,4,4,37190,326,7,36,21.81,1
CUST04186,172629,0.47,9,1,39901,709,4,48,12.64,0
CUST04187,191687,0.45,38,2,71880,379,1,48,17.58,0
CUST04188,57176,0.35,29,3,63678,821,0,36,6.43,0
CUST04189,79755,0.17,6,5,20419,679,5,36,11.59,0
CUST04190,36517,0.34,11,1,43138,825,8,36,11.87,0
CUST04191,63361,0.25,15,13,35890,502,2,48,13.99,0
CUST04192,56125,0.24,13,7,1906,782,8,60,12.5,0
CUST04193,85066,0.28,33,7,55105,447,4,48,16.83,1
CUST04194,94741,0.17,32,12,60091,706,0,36,7.5,1
CUST04195,176475,0.09,1,13,21271,684,1,60,8.54,0
CUST04196,190028,0.25,13,4,14494,451,8,60,19.81,1
CUST04197,64605,0.06,9,10,53740,567,5,36,13.15,0
CUST04198,63490,0.13,22,10,53580,330,8,36,20.99,1
CUST04199,68023,0.51,6,6,12762,332,2,48,19.78,1
CUST04200,66710,0.5,27,10,79735,595,4,36,15.36,0
CUST04201,90921,0.5,39,6,45915,463,0,36,15.44,0
CUST04202,193467,0.53,36,9,61980,443,0,48,16.12,1
CUST04203,198868,0.49,16,14,83476,314,0,60,19.11,0
CUST04204,199798,0.46,35,11,37007,622,2,36,13.05,0
CUST04205,187004,0.32,9,6,98751,659,6,48,13.93,0
CUST04206,87313,0.5,22,15,80419,307,2,48,20.25,0
CUST04207,145298,0.06,31,6,68913,832,3,48,5.97,0
CUST04208,54422,0.34,38,9,37440,367,2,48,17.66,1
CUST04209,158640,0.36,17,5,26374,784,3,36,9.42,0
CUST04210,175324,0.18,3,10,66841,335,2,36,17.08,0
CUST04211,76634,0.16,36,7,8654,743,3,48,8.71,1
CUST04212,195935,0.51,38,14,83838,416,3,36,18.65,1
CUST04213,30748,0.44,3,1,14238,541,3,36,15.36,0
CUST04214,58879,0.43,38,15,42439,815,6,60,11.9,0
CUST04215,142715,0.28,28,7,17426,720,8,36,13.68,0
CUST04216,126869,0.4,35,4,7819,760,7,60,13.56,0
CUST04217,153505,0.23,32,1,64859,435,3,36,15.99,0
CUST04218,104450,0.39,37,13,34621,703,0,60,9.83,0
CUST04219,109474,0.46,36,6,10932,564,1,60,14.12,0
CUST04220,140237,0.34,1,14,7628,365,3,36,18.4,1
CUST04221,114319,0.19,29,14,43070,360,3,60,17.81,0
CUST04222,35539,0.18,4,8,88026,486,5,36,15.88,1
CUST04223,172614,0.22,37,14,73798,526,1,48,12.53,0
CUST04224,54760,0.35,35,11,12758,592,7,36,16.33,0
CUST04225,173540,0.31,3,11,27520,847,0,48,5.55,0
CUST04226,139483,0.29,34,3,92051,474,6,60,18.22,1
CUST04227,37449,0.49,27,15,86997,823,2,48,8.91,0
CUST04228,105515,0.24,28,4,86482,583,8,60,16.85,1
CUST04229,188213,0.22,5,3,24680,399,1,48,15.3,0
CUST04230,110401,0.14,39,9,5578,351,8,60,21.11,0
CUST04231,111896,0.3,26,14,52712,447,0,36,14.19,0
CUST04232,181416,0.2,33,11,67881,573,7,36,15.54,1
CUST04233,103572,0.59,9,4,82427,740,5,48,13.62,0
CUST04234,133762,0.35,14,4,13608,303,0,48,17.73,1
CUST04235,78064,0.07,9,5,53500,598,2,60,10.96,0
CUST04236,72387,0.21,28,15,48325,613,0,36,9.85,0
CUST04237,78590,0.44,28,11,24739,715,2,36,10.87,0
CUST04238,171795,0.59,9,9,80371,836,4,36,10.83,0
CUST04239,89644,0.06,6,2,81659,847,2,60,5.45,0
CUST04240,41947,0.11,38,12,68644,672,1,60,8.96,0
CUST04241,131431,0.06,16,8,27773,804,3,48,6.58,0
CUST04242,42792,0.15,21,15,2125,626,7,48,13.99,0
CUST04243,168240,0.21,24,1,31870,353,4,48,18.32,0
CUST04244,90893,0.16,5,2,82537,533,7,48,16.1,0
CUST04245,52512,0.39,38,15,46203,847,6,48,10.39,0
CUST04246,191673,0.33,11,12,7818,425,5,60,18.91,0
CUST04247,45048,0.39,15,8,8603,382,3,48,18.43,0
CUST04248,99619,0.29,13,12,51280,346,3,60,18.92,0
CUST04249,151218,0.31,40,14,83807,453,3,48,16.24,0
CUST04250,71025,0.09,18,3,97234,599,1,60,10.4,0
CUST04251,73373,0.48,37,2,86108,503,4,36,17.21,1
CUST04252,58042,0.12,8,9,53425,800,1,48,5.75,0
CUST04253,171716,0.29,7,5,68041,543,7,60,17.42,0
CUST04254,75684,0.45,14,9,28415,313,8,48,23.92,0
CUST04255,194020,0.33,21,15,13974,757,5,48,11.17,0
CUST04256,171459,0.11,36,1,28729,737,5,36,9.85,0
CUST04257,123981,0.1,19,9,17372,461,1,48,12.99,0
CUST04258,33069,0.18,21,14,40441,489,2,36,13.72,0
CUST04259,48360,0.51,33,6,59407,795,8,60,14.38,0
CUST04260,50642,0.5,2,7,23726,536,0,36,13.85,0
CUST04261,76139,0.16,7,2,97514,415,4,36,16.57,1
CUST04262,150018,0.06,24,2,68464,743,5,48,9.31,0
CUST04263,101378,0.25,19,3,2925,723,5,48,11.27,1
CUST04264,150311,0.39,19,1,44759,337,7,36,22.21,0
CUST04265,64975,0.39,28,6,78777,585,6,36,16.1,0
CUST04266,113328,0.2,32,8,98076,418,1,48,14.73,0
CUST04267,23442,0.53,6,4,78291,433,6,48,20.54,1
CUST04268,79071,0.23,36,4,9011,503,4,48,15.21,0
CUST04269,95491,0.14,32,12,24888,674,8,36,13.56,1
CUST04270,90110,0.46,16,2,45446,729,0,60,9.82,0
CUST04271,69027,0.3,25,1,6739,707,7,48,13.42,0
CUST04272,159468,0.35,24,9,70321,631,6,60,15.28,1
CUST04273,64363,0.6,19,3,29305,770,4,36,12.35,1
CUST04274,83318,0.3,5,9,67869,357,2,48,17.56,1
CUST04275,139268,0.18,24,8,95328,341,5,60,19.55,0
CUST04276,101647,0.29,39,5,4719,550,4,36,14.67,1
CUST04277,35763,0.33,35,12,3637,667,5,48,13.13,1
CUST04278,50993,0.37,25,2,80746,681,6,36,13.85,1
CUST04279,94100,0.4,36,13,95529,524,3,36,15.41,0
CUST04280,76083,0.17,1,11,52819,516,3,48,13.75,0
CUST04281,26840,0.06,29,2,82347,697,1,36,7.52,0
CUST04282,60902,0.55,10,9,32520,703,0,60,11.11,0
CUST04283,105919,0.24,39,13,1626,566,0,36,11.12,0
CUST04284,55231,0.26,30,6,78011,703,6,60,12.99,0
CUST04285,45244,0.09,4,6,9755,724,8,60,12.57,1
CUST04286,104973,0.06,8,15,27891,519,2,36,12.1,0
CUST04287,156757,0.58,19,3,48772,420,7,60,22.42,1
CUST04288,41859,0.29,18,8,84977,436,0,60,14.85,0
CUST04289,135375,0.37,1,8,53952,564,1,48,12.9,1
CUST04290,160829,0.59,20,6,36261,824,0,48,8.29,0
CUST04291,194246,0.26,20,5,40266,570,2,60,13.09,0
CUST04292,91914,0.08,25,8,40239,440,3,48,14.69,0
CUST04293,139616,0.51,2,2,66832,609,2,48,13.74,0
CUST04294,167456,0.47,10,5,94663,353,2,48,19,1
CUST04295,173377,0.27,37,15,63254,742,3,60,10.12,0
CUST04296,147288,0.07,17,13,57228,838,0,48,3.82,0
CUST04297,178451,0.59,17,8,56214,449,5,60,20.47,1
CUST04298,134600,0.16,12,4,6168,409,3,60,16.5,1
CUST04299,29859,0.59,18,9,58250,700,3,48,13.09,0
CUST04300,157301,0.34,11,1,34321,325,8,48,22.77,0
CUST04301,57417,0.3,22,7,91029,696,3,48,10.86,1
CUST04302,110132,0.26,24,5,35854,406,5,36,18.27,1
CUST04303,115357,0.37,22,10,17698,302,6,60,22.62,0
CUST04304,155293,0.57,39,2,91877,499,0,36,15.22,0
CUST04305,190755,0.47,2,5,39341,595,5,36,15.82,1
CUST04306,179343,0.55,34,11,71868,395,1,36,18.03,1
CUST04307,105333,0.28,1,14,98936,800,2,60,8.23,0
CUST04308,119372,0.54,3,9,6961,813,4,60,11.43,1
CUST04309,97527,0.57,16,4,69625,384,5,48,21.23,1
CUST04310,102738,0.14,30,14,14627,579,5,48,13.53,0
CUST04311,41201,0.47,35,11,75154,618,7,60,17.22,0
CUST04312,49838,0.09,36,15,67575,623,1,60,9.87,0
CUST04313,78509,0.57,29,8,17952,511,6,36,19.16,0
CUST04314,144660,0.55,33,5,1889,526,8,36,20.07,1
CUST04315,36725,0.19,39,6,43097,433,5,60,17.62,0
CUST04316,166309,0.25,21,4,18381,423,6,60,19.02,1
CUST04317,57946,0.59,31,15,50844,361,6,36,22.59,0
CUST04318,192819,0.5,35,8,2397,552,0,36,13.5,0
CUST04319,72531,0.14,5,10,80945,440,5,48,16.57,0
CUST04320,110150,0.54,22,6,36104,731,4,36,12.72,0
CUST04321,25028,0.14,33,1,48280,388,7,48,19.1,1
CUST04322,179193,0.31,15,2,90117,688,6,48,13.21,1
CUST04323,170571,0.53,37,10,70761,541,8,48,19.58,0
CUST04324,97318,0.54,4,13,66083,428,0,36,16.53,1
CUST04325,35713,0.44,3,11,34802,829,0,48,6.98,0
CUST04326,144316,0.14,11,12,36134,331,1,48,16.14,1
CUST04327,51742,0.05,40,2,6454,669,7,36,12.25,0
CUST04328,52811,0.11,36,9,28361,557,4,60,13.57,0
CUST04329,51520,0.32,30,6,1120,338,4,48,19.53,0
CUST04330,30004,0.2,22,12,1988,513,0,60,12.45,0
CUST04331,133719,0.43,38,14,43328,311,1,36,18.9,0
CUST04332,104161,0.48,24,14,4408,809,4,48,10.53,0
CUST04333,53941,0.18,8,10,80587,447,8,36,18.83,0
CUST04334,136216,0.12,30,5,9098,343,8,48,20.62,1
CUST04335,161844,0.14,5,4,51773,413,7,48,18.55,1
CUST04336,116236,0.22,23,5,21630,639,6,60,14.06,0
CUST04337,130847,0.46,16,10,97026,476,0,48,14.84,1
CUST04338,24486,0.39,7,4,48713,764,0,36,8,0
CUST04339,78637,0.19,14,6,3755,469,1,48,13.53,0
CUST04340,198289,0.53,25,4,3264,746,1,48,10.21,0
CUST04341,93464,0.23,4,7,82890,671,0,60,9.25,0
CUST04342,34831,0.16,26,8,62383,406,4,60,17.27,1
CUST04343,103119,0.58,24,6,16236,319,0,48,19.23,0
CUST04344,113752,0.59,36,2,46422,623,3,60,15.27,0
CUST04345,89166,0.19,34,2,70918,494,4,36,15.09,1
CUST04346,131865,0.34,37,5,32946,617,8,48,16.4,1
CUST04347,167686,0.53,33,15,89723,566,0,60,13.94,0
CUST04348,41892,0.33,14,7,76552,431,1,48,15.48,0
CUST04349,43931,0.21,17,13,64908,825,8,60,11.33,0
CUST04350,189850,0.23,27,5,28582,804,2,48,7.24,0
CUST04351,140979,0.1,0,14,88807,759,7,48,10.69,1
CUST04352,137622,0.52,39,13,66383,384,7,48,22.23,0
CUST04353,113195,0.28,10,6,8494,441,0,48,14.16,0
CUST04354,128158,0.16,7,3,31255,397,2,36,15.56,0
CUST04355,167570,0.39,2,8,35723,382,8,48,21.93,0
CUST04356,44495,0.56,30,15,50335,674,8,36,16.92,0
CUST04357,46455,0.24,12,5,29141,548,3,48,13.61,0
CUST04358,159683,0.25,14,15,8513,840,6,36,9.42,0
CUST04359,191834,0.47,38,1,61544,645,6,36,15.43,0
CUST04360,34239,0.35,32,8,15579,696,8,48,14.76,1
CUST04361,49424,0.05,11,9,38008,379,5,48,17.18,0
CUST04362,20124,0.1,8,9,14782,718,7,60,12.08,0
CUST04363,78508,0.23,30,12,63335,319,1,36,17.13,0
CUST04364,36105,0.17,6,12,41224,543,2,60,12.96,0
CUST04365,197566,0.28,9,12,3857,838,0,36,5.5,0
CUST04366,109341,0.53,24,15,87555,543,3,60,16.54,0
CUST04367,182819,0.1,25,10,18344,787,8,48,10.77,0
CUST04368,89972,0.56,0,10,89058,630,1,60,13.48,1
CUST04369,132566,0.17,32,2,15349,356,0,36,15.14,0
CUST04370,138576,0.47,1,4,83636,398,8,60,22.72,0
CUST04371,147365,0.08,12,4,1094,576,7,60,15.02,0
CUST04372,25060,0.17,38,3,15205,339,7,36,20.41,1
CUST04373,162817,0.12,9,1,84001,333,8,60,21.34,0
CUST04374,110382,0.18,39,7,81157,590,4,36,12.91,1
CUST04375,166386,0.21,29,7,46549,351,7,48,20.47,0
CUST04376,133317,0.24,33,12,76675,585,8,36,16.3,1
CUST04377,185396,0.36,33,5,62376,725,1,48,9.31,0
CUST04378,76672,0.09,23,1,21627,616,4,48,11.63,1
CUST04379,185359,0.3,37,8,75521,413,3,36,17.03,1
CUST04380,21892,0.21,12,2,25071,364,1,48,15.98,1
CUST04381,132705,0.59,19,6,78827,579,7,36,18.53,0
